tweet	label	language
Rais wa serikali ya wanafunzi chuo kikuu cha Dar DARUSO  pamoja na viongozi wengine wamefukuzwa chuo kwa kusimamia haki	negative	swa
Naibu waziri wa habari julianashonza ametoa onyo kwa baadhi ya wasanii wanaopiga picha za utupu	negative	swa
Kondomu inanibana hii kauli imezika vijana wengi Sana kwa gonjwa la Ukimwi	negative	swa
Sipendagi kabisa kucheza hii michezo ila leo nimeborekwaJaza hizo twende sawa Bank acct  Routing  Name on Debit C	negative	swa
Jana nilimwambia mtu imagine unakufa huu msimu imetoka bia tamuakasema hapana inauma	negative	swa
Wanaongoza ni wanawake wenyewe ubaguzi chuki na kukosa utu wa wanawake dhidi ya hawa wadada wa kazi is on anoth	negative	swa
Basi la Kampuni ya Premier limegongana uso kwa uso na lori mkoani Mbeya lenye namba za usajili T 629 AET linalofanya safari	negative	swa
Mambo ya kumaliza kesi za ukatili kifamilia zinakwamisha nyuma jitihada za kupinga vitendo vya ukatili dhidi ya wanawake wat	negative	swa
Da kaka kuna mda yanaweza kukukuta mambo magumu mpaka inakubidi tu uwe mbali ila inaumiza s	negative	swa
Mnasema tutoe namba lakini hakuna feedback mnayotupa namba hii apa 0784 495117 tunaomba mtusaidie jamani wateja wengi wanalalamikia siku hizi mmekua na huduma mbovu sana NA SIMU ZENU UKIPIGA ZINAKATA UKICHEKI SALIO BADO	negative	swa
Tunaonewa Sana imagine Mtu anakwambia Kuna msukuma eti amemuona amejichora Tattoo ya Tigo Pesa mkononi	negative	swa
Hili la kila siku wameshalipigia kelele miaka 20 sasa	negative	swa
Ibada ya Eid Al Adha imeendela ndani ya Ikulu ya rais Ashraf Ghani wa Afghanistan licha ya makombora kutupwa jirani na i	negative	swa
Utanifanya nisirudi darhalafu ile juzi nilijua unataka kunichoma kisu kilikuwa jirani yako	negative	swa
Mwaka 2006 uligubikwa na matukio mengi ya watu kuuwawa wakisemekana ni majambazi lakini baadae ndugu wa waliouwawa waliibuka n	negative	swa
wanachofanyiwa wafanya biashara wadogo wadogo machinga inahuzunisha sana	negative	swa
Kesi namba 1122018 inayowakabili Viongozi wakuu wa na baadhi ya wabunge katika Mahakama ya Kisutu Dar leo imea	negative	swa
Mamia ya waombolezaji wameungana leo kuuaga mwili wa mwandishi wa habari wa shirika la utangazaji la Ujerumani Isaack Muyenjwa Gamba ambae alikutwa amefariki nyumbani kwake oktoba 18 mwaka huu Soma zaidi gtgt	negative	swa
Kuna wakati kulifunguliwa jalada la Wizi wa kuaminiwa katika kikuu cha polisicentral Dar es salaam CDRB133362013 WIZI	negative	swa
yahya haxxan Habari Tafadhali tunaomba kufahamu changamoto unapotumia huduma zetu	negative	swa
Nashangaa watu wanaumia na furaha za watu wenginehata ukisema nimeshibaaunaambiwa mseng wewe hujui sisi tuna njaa	negative	swa
Kigogo huyu wa CUF ajiuzulu mwenyewe aeleza	negative	swa
5Ukichaguliwa mwishon ujue uwezo wako ni mdogo kuliko wote 6Mwenye mpira akikaclika mpira umeisha 7Inaruhusiwa kubadili golikipa kama ikitokea penat na baada ya apo ataendelea kudaka yule yule 8Mechi itaisha pale giza linapoingia	negative	swa
Wanawake bana kwahiyo kumchangamkia mwanamke mwenzio mbele yako kisa amefanya kitu fulani ni kosa Em kaangalie hii ep	negative	swa
Habari Ahsante kwa kuwasiliana nasi Tunaskitika kujua hilo hivyo fahamu jinsi ya kudhibiti matumizi yako ya intaneti ZM	negative	swa
Yaaani people are sad kuona wengine wako happy yaani wanachukia kabisa makasiriko ya hali ya juu wamerogwa sijui	negative	swa
Rais Magufuli atuma salamu za rambirambi vifo vya vijana wa JKT 11 Askari JWTZ 1 na Dereva vilivyotokea Mbeya	negative	swa
Hili tatizo kubwa sana kwetumtu akijaribu kutusanua aah huyu naye anajifanya mjuajisometimes nafikiri	negative	swa
Boresheni miundombinu acheni kutoa mapovu wakati hali halisi mnaiona	negative	swa
Old man hii bank haina bench la wazee yani tuna panga foleni Kweli mmetuchoka Customer experience manager hamna bench kwa	negative	swa
Meko unaficha ficha vitu kwa kuwa ni mwizi Kumbe ndani ya miaka mitatu unakopa WB halafu unakataza document zisiwe release	negative	swa
Mzee baba huku hali si shwari hali tete sana hamna cha democrasia ni mwendo wa nyu	negative	swa
Huu ni uhuni wala mama hakuagiza hayambona hizi oparesheni zinaweza kufanyika kiustaarabu tusio kila kitu cha kutumia nguvu	negative	swa
UHURU MICHEZOCollum HudsonOdoi anataka kutimkia klabu ya Bayern Munich kwenye uhamisho wake mwezi huu wa Januari baada ya maongezi ya mkataba na Klabu yake ya Chelsea kushindikana	negative	swa
Tabia ya baadhi ya watu kuzaa watoto kisha	negative	swa
Mwaka 2016 nilipoteza kazi niliyokuwa nimeajiriwa kwa makosa ambayo sikuhusika lakini upepelezi ulipokuja kufanyika nili	negative	swa
siwaelewinatuma normal text haziendi napigasimu huduma kwa wateja ampokei sio sawa mahusiano yangu yakivunjika	negative	swa
News Transifoma lalipuka na kuwaka moto maeneo ya Mgololo mkoani Iringachanzo cha kulipuka hakijajulikana na	negative	swa
Kaya 67 zilizopo kata ya Mbesa wilayani Tunduru mkoani Ruvuma zimekosa mahali pa kuishi baada ya nyumba zao zikiwemo nyumba za shule na madarasa kuezuliwa na upepo	negative	swa
Mbona hivi vidonge vimeadimika hv kwann Maana wagojwa wa Ulcers wanapata tabu	negative	swa
Ukisikia mtanzania kakamatwa na madawa China huna hata chembe ya kuwaza labda sio mtanzania kweli Ila ukisikia mtanzania k	negative	swa
Elimu Yetu Sandakalawe Hawaithamini hata wanaotugawia	negative	swa
RC AAGIZA WANAFUNZI WALIOOANA WAKIWEMO WAZAZI WAO WAKAMATWE Mkuu wa Mkoa wa Simiyu jana ameliagiza jeshi la polisi kwa kushirikiana na mkuu wa wilaya na vyombo vingine vya usalama	negative	swa
Baraza jipya likapata wkt mgumu ktk kufanya maamuzi hasa kwenye kutekeleza majukumu yake kimamlaka kwa sababu ya migomo ya	negative	swa
Mapovu ya Shilole kuhusu kutopata mtoto na Uchebe	negative	swa
Kuwakamata na kuwafunga wanafunzi wajawazito ni kinyume cha sheria na pia kunakiuka haki za binadamu ikiwemo haki ya usawa	negative	swa
Show nyingi za kibongo Show ikiisha Shabiki unachoka viungo vya mwili Kuliko Hata msanii aliyepiga show	negative	swa
Guys plz natumia dawa gani Im tired nimezunguka Sana kumtibu mwanangu nisaidieni yanatoka Kama mapele Fulani hivi	negative	swa
Marteen Huduma hiyo Kwa sasa haipo tafadhali endelea kufuatilia ukurasa wetu zoezi likikamilika tutatoa muongozo	negative	swa
Unapotaka kushika mimbaachaau punguza kwa kiasi kikubwa matumizi ya pombe sigara au dawa za kulevya Uvutaji sigara hupung	negative	swa
Wanaofanya mauaji kwa tofauti ya kimtizamo wanakua na fikra za kigadi ccm is a terror group	negative	swa
Una msaaada au ni msumbufu au ujui kusambaza data au ni mchoyo au ni muoga All in all formation	negative	swa
Mama unajua kuwa Rais hataki kabisa kusikia mtoto aliyapata ujauzito kuendelea masomo katika mf	negative	swa
Baada ya kumaliza elimu ya msingi sikubahatika kuendelea na elimu ya sekondari kutokana na hali ya uchumi nyumbani Nili	negative	swa
Sheria ya Kimila ni kikwazo kwa wanawake kumiliki ardhi Mkurugenzi wa	negative	swa
1Ningepotea 2Sipajui bila google maps 3Simu haina charge 4Im driving kwenye new area 5Niko vyomb	negative	swa
Nikakimbia na mmkufika mbele naona kuna watu wengine wako busy kabisa hawana hbr Nkawauliza vp kulikoni wakanambia Dogo hapa ni kama Libya au Southmda wwte machafukoww kimbikimbia bila sababu tutakukuta kituoni	negative	swa
Mungu anaweka fursa nzuri katika maisha yako  Punguza Tamaa ya kutaka Kwa pupa Wakati wako Upo na Utafika tu	negative	swa
Uwepo wa ndege nyingi za kampuni moja hakuna faida kama bei sio affordablefastjet alikuwa na bei nafuu wakamuua wakaleta ndege zao za bei ghalikuna faida gani	negative	swa
Nyie ni wapumbavu na malofa taifa hili lilishaokolewa acheni upuuzi alaaa	negative	swa
BondiaThomas Mashali ameuawa usiku wa kuamkia leo Kimara DsmViongozi wa Ngumi Anthony RutaPST na Chaurembo Palasa TPBC wamethibitisha	negative	swa
Biashara ni kitu kizuri kufanya lakini hakuna Biashara isiyolipa kama ya kuchunguza simu ya mpenzi wako Profit ni Stress na depression	negative	swa
Jeshi la Polisi likimkamata kwa nguvu Gavana wa Nairobi Mike Sonko mapema leo baada ya kuwa amekataa kuingia kwenye heli	negative	swa
DONALD TRUMP AJUTA KUTOIFUNGIA FACEBOOK NA TWITTER WAKATI WA UTAWALA WAKE Aliyekuwa Rais wa Marekani ameipongeza	negative	swa
Biashara haramu ya binadamu nchini human trafficking bado ni tatizo kubwa ambapo tafiti zinaonyesha kuwa waathirika wa biashara hiyo waliokati ya miaka 10 hadi kumi na saba wa jinsia ya kike Soma zaidi gtgt	negative	swa
Kama uamini kaamuulize Agger karacai msanii wa tamthilia ya the city yule mzee anapesa lkn kila siku vioja aviishi	negative	swa
HUSSEIN BASHE CCM acheni unafiki mimi nimeshakamatwa na watu wa usalama mnasema hawakamati kwa hili nipo tayari mni	negative	swa
ukienda kulala nyumbani kwa mwanamke ambaye kodi ulipi wewe unakuwa unaishi kwa wasiwasi kama mlinzi ambaye analinda vichaa milembe pia unaweza hata kufukuzwa usiku wa manane na huna cha kumfanya	negative	swa
Ofisa Usalama wa Shirika la Posta ahusishwa na Usafirishaji wa Madawa ya Kulevya	negative	swa
Kuwa na ulemavu si sababu ya kutengwa	negative	swa
Wabunge wa upinzani isipokuwa baadhi ya wa Chama Cha Wananchi CUF kambi ya Ibrahim Lipumba wamesusia zoezi la kuapishwa wabunge wanne wa Chama cha Mapinduzi CCM waliochaguliwa hivi karibuni	negative	swa
Mkurugenzi Mtendaji wa Halmashauri ya wilaya ya Itilima Mkoani Simiyu Mwl Mariano Mwanyigu amefariki dunia ghafla usiku wa kuamkia leo Desemba 1 akiwa jijini Dodoma kwenye kikao	negative	swa
Unakuta boss wake amesoma hii tweet na yuko humu na ni feminist na hajaona aibu	negative	swa
marathon zimekuwa nyingi kupita maelezo na waandaaji hawataki kusema kama kuna vita inakuja	negative	swa
Vitendo vifuatavyo vya kikatili ni visababishi tosha vya kufanya mazingira ya shule yasiwe salama Adhabu za vipigo	negative	swa
Ahsante kwa kuliwasilisha tatizo lako hapasamahani ndugu mteja mpaka leo unapatwa na changamoto ya mtandao wa intaneti kuwa chini sanaLM	negative	swa
RC Ole Sendeka atoa mwezi 1 baada ya kukasirishwa  Watakiona	negative	swa
Mwenyekiti wa Baraza la Wanawake CHADEMA Taifa na Mbunge wa KaweBaadhi ya makosa anayokabiliwa nayo kuand	negative	swa
Mimi Sina maadui kwelilabda wao ndo wana uadui na mimiila me similiki adui	negative	swa
Watu 69 mbaroni kwa wizi wa maji na kuhujumu miundombinu	negative	swa
Utandawaz unasababisha watu wanakula modern na westernized diet ambavyo vinawe	negative	swa
Wanafunzi watano wa darasa la kwanza katika Shule ya Msingi Kihinga wilayani Ngara mkoani Kagera wamefariki dunia na wengine 18 kujeruhiwa baada ya kulipukiwa na kitu kinachoaminika kuwa bomu	negative	swa
Moyo wa kujitolea umefifia mno Mwalimu J K Nyerere	negative	swa
Watu wawili ambao ni wakazi wa Kijiji cha Ibondo BTarafa na kata ya Buseresere Wilaya ya Chato Mkoani Geita wanashikiliwa na Jeshi la Polisi kwa kukutwa na kichwa cha mtu ndani ya Nyumba ambayo wanaishi	negative	swa
Mustafa Malimi 25 ambaye ni mmoja wa wafungwa waliosamehewa na Rais Magufuli December 09 2019 anashikiliwa na Polisi Cha	negative	swa
Tunapenda kukufahamisha zitasitishiwa huduma kwa sababu zitakuwa hazijakamlisha usajili kwa alama za vidole LM	negative	swa
Watuhumiwa 3 wa mauaji ya watoto mkoani Njombe wafikishwa Mahakamani Waliofikishwa mahakamani ni Joel Joseph Nziku Nassan Alfred Kaduma na Alphonces Edward Danda	negative	swa
Wayahudi sio watu wazuri Unawakarbisha afu wanakufukuza mwenye nyumba kwa kipigo kikali	negative	swa
Lazima waongezeke km mkuu wa shule anawapa mimba wanafu	negative	swa
Tatizo kubwa lilipo ni hatuna mifumo endelevu and thats hurt Wakati mwingine utaratibukustaarabika kunaweza kuchangia ku	negative	swa
Baadhi ya wakulima mkoani Rukwa wameamua kuacha kulima mazao ya chakula hususani mahindi kutokana na kutokupata tija katika kilimo hicho Wakulima hao walisema uamuzi huo unatokana na kukosa bei ya mazao hayo na hivyo kujikuta wakikabiliwa na ugumu wa maisha kwa kukosa fedha	negative	swa
Takwimu zinaonesha kuwa duniani kote inakadiriwa watu milioni 850 wanasumbuliwa na magonjwa ya figo na kila mwaka watu milioni 24 hufariki kutokana na magonjwa haya	negative	swa
TanzaniaDaima Jumapili Februari 9 2020  Kinana Makamba wangoka CCM	negative	swa
Amejikuta ameropoka mambo ya chumbaniUkiongelea uovu gizani basi mchana kweupeeeeeeeeeeeee	negative	swa
Standards zote zipo kisheria bahati mbaya Askari wanapozwa labda nadhani rungu liende kwa wenye shule kwa sababu ndi	negative	swa
Mtu mmoja anayeshukiwa kuwa na virusi vya amewekwa chini ya uangalizi katika Hospitali ya Taifa ya Kenyatta baada	negative	swa
Unashangaa mbona kwenu hakuna mwenye sura nzuri kumbe babaako alikuwa anachagua wenye makalio makubwa	negative	swa
Mwanamuziki Rashidi Abdala aka anashikiliwa na jeshi la polisi mkoani Dodoma kwa tuhuma za kukutwa na dawa	negative	swa
UTAPELI MPYA WA MTANDAO Wakuu ninaomba kushare nanyi suala hili Ilikuwa siku ya Jumamosi ya tarehe 23052020 nilipokea t	negative	swa
Aliyekuwa nyota wa mpira wa kikapu duniani Kobe Bryant amefariki dunia katika ajali ya helkopta huko California Marekani	negative	swa
JINSI YA KUBAKI KUWA MASIKINI 1 Kamwe usiamke mapema endelea kulala na kujinyosha mpaka pale njaa itakapokuuma 2 Kamw	negative	swa
Mtu mmoja aliwahi kumuuliza baba yake baba nitawezaje kupata mwanamke sahihi baba yake alijibu sahau kupata mwanamke sahi	negative	swa
Mimi social media kwangu ni sehemu ya kufurahia na kupeana faraja lakini kwa hali ya sasa imekuwa sio sehemu salama tenasio sehemu yakutolea stress bali kupeana stress na ndo maana ni vyema ukajitafutia mtaa wako wenye amani yako humukuna w	negative	swa
Kwa masikitiko makubwa nimepokea habari ya kifo cha Mzee Iddi Simba Aliwahi kuwa Mbunge Waziri Mjumbe wa Kamati Kuu ya H	negative	swa
Waonevu saname niliwahi muwasha mwenzao kofi kino pale magetonialinipiga la mgongo nikageuka nikamuwasha la uso	negative	swa
Wafanyakazi watatu wa Umoja wa Mataifa wamepoteza maisha kwenye shambulizi hilo nchini Libya	negative	swa
Ajali za barabarani zaua 3600 kwa siku duniani gt	negative	swa
Kashfa dhidi ya Kanisa Katoliki duniani Papa amfuta kazi Padri kutoka nchini Chile Soma zaidi gtgt	negative	swa
Larry Tesler mhandisi wa mifumo ya kompyuta na mbunifu wa Cut Copy amp Paste amefariki dunia Alizaliwa April 24 1	negative	swa
Mwanamke mmoja aliyetambulika kwa jina la mama Robert mkazi wa mtaa wa Msalala road amezua sintofahamu baada ya kumfungia ndani mtoto wake wa kiume mwenye umri wa miaka 6 kwa madai ya kumfundisha adabu	negative	swa
Mdogo wa Marehemu Steven Kanumba Seth Bosco amefariki usiku wa kuamkia leo baada ya kuzidiwa akiwa nyumbani kwa Mama Kanum	negative	swa
2018 ulikuwa mwaka mbaya sana kwenye maisha yangunilipitia kwenye misukosukoktk utafutaji sio mapenzi iliyoniachia alama za milele kwenye moyo wangubaada ya hapo nilibaki na funzo kubwa na Mungu akawa upande wangu Namshukuru Mungu bado napumua	negative	swa
Nimetokea kwenye familia maskini sana na kibaya zaidi ilidharaulika sana tena kwa pande zote mbili yaani upande wa baba	negative	swa
Tusiweke vitu tusivyo na uhakika navyo kwenye mitandao Publication of false information is a crime	negative	swa
Mlipuko na milio ya risasi yasikika katika eneo la 14 Riverside Nairobi Kenya Milipukomiwili mikubwa ya risasi ilisikika na baadaye ufyatuaji wa risasi Maafisa wa Polisi wamefika eneo la tukio katika jumba hilo ambalo lina hoteli yakifahari na ofisi za kampuni mbalimbali	negative	swa
Uko na maushauri ya violence tu	negative	swa
Ile video ya Rosa Ree kajidhalilisha kwakwelihata kama haoni madhara yake sasa	negative	swa
Hayo yanaitwa mauaji ya Sharubela	negative	swa
So chuga si tunakutana kesho kwenye Nyamachoma festival nanenanemnajifanyaga mnakula mtungi mje kesho niwakalishe	neutral	swa
Mgema akisifiwa tembo hulitia maji	neutral	swa
HILO NI NENO NALO  Kujali kuna ubora zaidi kuliko kupenda na lau wenginiambia ni chague kati ya mtu anayenipenda na mtu anayenijali basi ningelimchagua mtu ambaye anayenifurahisha kwa kunijali kwake Kwani hakuna faida yoyote ile kupenda bila kujali	neutral	swa
NAFASI YA KAZI KUTOKA VODACOM TANZANIA Bonyeza hapa kusoma zaidi	neutral	swa
Yule wa nyuma mwishoo kabisa alievaa miwan ni Jirani ake na Babu yangu	neutral	swa
