tweet	label	language
Oji afufu eme orji 1 of Igbo land🙌 https://t.co/GFrQ7P53Ai	negative	ibo
Enyi a gtfo... Onye amụma ugha https://t.co/rwTFdnhSkB	negative	ibo
@user @user @user @user Mechie önu gi biko	negative	ibo
@user @user @user @user @user @user @user @user @user @user @user @user Archbishop afọ nsị..... 😁😁😂	negative	ibo
@user Ike gwuru ada Igbo....no mind my tweet on post oo biko	negative	ibo
Ndị ajọ obi https://t.co/11zwwyd4ap	negative	ibo
Odumeje ga egbu mmadu The Sucrutum!!! https://t.co/lH8X6xLeDs	negative	ibo
Miracle onye uwa oma...	negative	ibo
Chineke napu ekwensu ike . Damn.😏🥴🥴🥴 https://t.co/NuWnRnLSii	negative	ibo
Ndi ogbu ara obara coven agaghi afu this one. https://t.co/NvMsCa2KjI	negative	ibo
@user I swear.... E ka mụ ihe àmà, ịga áká mụ adị iberibe	negative	ibo
Ndi Iwe n'ewe nya biko wegbuo ha Osuko Osuko nya biko sugbuo ha..... Iwe wegbukwa unu na anyi na su igbo 😂 #IgboInvasion #IgboTwitterCommunity	negative	ibo
@user @user @user Ka m na-agwakwa gi oo. 😅	negative	ibo
@user Oga speak English, Isi ana emebi gi?	negative	ibo
@user Mmadu nkea 🤣🤣🤣Ike gwuru!	negative	ibo
Chukwu biko napu ekwensu Ike. https://t.co/NsPEtNMAdb	negative	ibo
杨千嬅 O dikwa egwu o! ☹️	negative	ibo
@user Gas gbakwa gi oku	negative	ibo
@user lmao who's your baby? Isi adikwa gi mma? https://t.co/fRvWM9vW2A	negative	ibo
Lord Lugard and ndaa Flora..... Chukwu kpọọ unu ọkụ ooooo https://t.co/BDBYGMTpHg	negative	ibo
Ndi Arondizuogu enyego ya, o lie, makana Pericoma na-anyi ajo alo. https://t.co/I9TD1VwX22	negative	ibo
@user @user @user @user @user @user Chisom, ịsị adịghị gị mma!	negative	ibo
@user @user @user @user @user @user @user @user @user Ọ salu go ọkụ nne??	negative	ibo
@user Ndi ala fa enwero problem.	negative	ibo
@user Nwanne! Nsogbu dị o	negative	ibo
@user @user @user Chu-wa gi onu dia	negative	ibo
Ndị a bu ndi ọjọọ 🤣🤣	negative	ibo
Must be nize... Ndi ara https://t.co/XbNdbA4xqJ	negative	ibo
Ikechukwu onye ala https://t.co/ugzPlfZ03S	negative	ibo
"@user """"""""ike akụkọ adirom"""""""" the ultimate line. Tupu Amu alaputa nwoke mmadụ. 😭"	negative	ibo
The run i ran today eh, Chineke ekwekwala ihe ọjọọ 😭	negative	ibo
@user @user Ndị asili gbakwa ute. 😂 😂 😂	negative	ibo
@user Nna, ike dikwa! 😂😂😂😂😂	negative	ibo
@user @user @user O di egwu... Anam enyo gi enyo https://t.co/xgDSocdbKR	negative	ibo
onye ara, aturu. https://t.co/CG2Jl8lnSS	negative	ibo
@user @user Kelechi; just negodu Njo ahia e kuru m boy... Ihe nke a odinma? Baba i no fit whine you. 😪	negative	ibo
@user @user Ndi igbo is na ara di na udi	negative	ibo
@user Taaaaaa mechie onu https://t.co/VTDe2M0b7G	negative	ibo
@user Chai... Ihe nnwute 😢	negative	ibo
@user @user @user @user @user @user @user @user Na afo ka nya bụ nwa nọ wa mebisia	negative	ibo
@user @user Nhia bukwa mpa mmadu😔	negative	ibo
@user @user Ike agwu m te! https://t.co/n4q3PgrHqw	negative	ibo
@user Ọ dịkwa egwu dị anyị	negative	ibo
@user Ike gwụrụ eziokwu m	negative	ibo
Nsogbu e nwego problem...	negative	ibo
SAVAGE NDI AKPO https://t.co/JdJy8jKW79	negative	ibo
Kingsley I'm on the floor 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ala nkwo akpu 🙄 https://t.co/1ItHUixWf7	negative	ibo
😂😂😂😂 correct babe...Gwa han. Ndi ara.🤣🤣 https://t.co/o5BJ6zrFvR	negative	ibo
@user I swear. Odi ezi egwu.	negative	ibo
@user @user Ezigbo nsogbu di!	negative	ibo
Ndi obi akpo 😂😂😂😂 https://t.co/z5s5bDKxvf	negative	ibo
@user @user Nsogbu. Shift lemme see road jor	negative	ibo
@user @user @user @user @user @user @user @user @user Anwuola m ebe a...🤣🤣🤣	negative	ibo
Guys Nsogbu dikwa #Getwet https://t.co/iverlUJJt3	negative	ibo
Lol. This team.. ndi mgbu🤡	negative	ibo
Nwanne ara di ebe a o https://t.co/hSOn6KroIq	negative	ibo
Pink is a female colour gbuo ghi dia.. onye apari	negative	ibo
Ememe a n'ụlọ ofufe? nnọọ pathetic, mmụọ ọjọọ akwadokwa ọchịchị na Igbo ala 😔 https://t.co/3MRPMbcokG	negative	ibo
@user Ike gwuru final!	negative	ibo
@user @user Nna ike gwulu	negative	ibo
Iberibe odi ụzọ ole ụmụnne m?	negative	ibo
@user Ihere o na eme onye Ara? 😏	negative	ibo
@user @user Owu ya. Lee gi lekwa relegation.	negative	ibo
@user @user @user Vuru ụwa gị gawa this morning o.	negative	ibo
@user Loll.. Onye obi akpo🤣🤣	negative	ibo
@user Nna, ndi a choro i nye mmadu high BP biko! Ahhh!!!	negative	ibo
@user Bia Nwanyi Ichoro igbu Mmadu?	negative	ibo
@user Ike gi agwula m hoha. 🤦🏿‍♂️	negative	ibo
@user @user @user @user @user @user @user Ara gbachikwa gị ntị there	negative	ibo
@user @user ha ga ejizi otele gi gbape borehole di omimi nwanna. 10 years borehole!	negative	ibo
Onye oshi o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/f9rkNndEWk	negative	ibo
@user Ina enye ya onu Ewu gambia	negative	ibo
Ewo!!! Iji ya!!! Isi gi kajad!!!😍🥺 https://t.co/FILpZft1bJ	negative	ibo
Apama wu nnor onye apari🤣🤣🤣🤣 https://t.co/A4aYRFdZUX	negative	ibo
@user @user Lmao. N ga tuba gi ime ofu ubosi.	negative	ibo
@user @user Loòool... onye ara ibe m🙄	negative	ibo
@user Bia nwanyi aa,iga egbu mmadu ooo,uchenna ose na adi na pepper soup ooo,oya tugharia pepper soup na asusu Igbo..@user	negative	ibo
@user @user Nawa oh.. We should now fear police more than robbers? Chukwu napukwa ekwensu ike	negative	ibo
Imitation prophet abiakwa ozo https://t.co/PdBfZlc45u	negative	ibo
@user Nwa ibiakwa nke ne ese okwu	negative	ibo
@user Ina acho okwu 😭😂	negative	ibo
@user Nsogbu dikwa oh😂🤣	negative	ibo
@user @user Chaai 😭😭😭😭😭😭 Obi mgbawa this early morning... Mana nsogbu adiro	negative	ibo
Onye obula hapuru nke ya wee were nke onye ozo, ghotakwa na ita aka n'onu ga-aburiri nwunye di ya.	negative	ibo
@user @user @user @user @user @user @user @user @user Typical Igbo woman..Ndi obi akpo	negative	ibo
@user @user @user @user Ọnụ gị bụ nsi😂😂😂	negative	ibo
@user @user Nne, ike gwuru. 🙇🏽‍♂️	negative	ibo
Egwu nke a ririm ọnụ biko😂😂😂 ike gwụrụ 😢 https://t.co/pgKcnIHDoD	negative	ibo
@user Oga eme gi vum n'anya	negative	ibo
Chukwu ekewekwana ihe ojoo. https://t.co/ODID48VKPt	negative	ibo
tufiakwa onu gi. https://t.co/FDLjDMdv1X	negative	ibo
@user @user @user @user @user @user Agadi zụkwanụ ike	negative	ibo
@user @user Ndi na emewa m obi	negative	ibo
Carrie onye ishi mgbaka!	negative	ibo
@user Nekwa onye a 🙂🙂	negative	ibo
"Ooh, it's actually """"""""Nwa Onye akwuna"""""""" https://t.co/fRntbY1a8o"	negative	ibo
@user Chineke ekweghi ihe òjòó	negative	ibo
@user @user @user @user @user Mechie ọnụ osiso... https://t.co/iNpwGqp0y2	negative	ibo
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Isi adikwa gi mma? https://t.co/XQX2mxmDbh	negative	ibo
@user @user @user @user @user @user @user 😂Lmao Chigemic ur man egbuo gi	negative	ibo
@user @user Isi adikwa nu gi nma!	negative	ibo
@user @user No 🧢 bro Ezigbo ndi ālā yíí ákwā	negative	ibo
@user @user Agwo tagbuo gi	negative	ibo
@user 🤣🤣🤣🤣 Ajo mmadu. Till dawn chaa	negative	ibo
@user Next week no go bad nah.. But nsogbu bu iga aputakwa aputa	negative	ibo
@user Mpuru amu nwoke mmadu atago afufu!! Lekwa ka osi jiko the thing 🤦‍♀️🙆‍♀️🤭	negative	ibo
Gi na Buhari ga wu onwu ike! https://t.co/htZ0wMk9xf	negative	ibo
@user In other words, ibu akwuna ndi ocha?	negative	ibo
@user @user Zuzuru gi gbafou here olukwu, ndi grammar.	negative	ibo
@user Iweputego is a problem... Amu kwanu nsogbu! 😖	negative	ibo
Kitikpa aguleri sachie gi utu ohu.. Nonsense!!!! https://t.co/2pZBARCfEk	negative	ibo
Kemgbe ụwa, @user bụ go dị onye nsogbu 😂😂😂😂 https://t.co/NdStX3a3A6	negative	ibo
@user Okwa nwa di ala gi oh	negative	ibo
@user @user 🤣🤪Omalicha, rapu ndi ala, o ochi isi mgbaka ka fa na achi!	negative	ibo
Gasibenụ ike biko na oge adịrọzịị🙄 https://t.co/r3qSYge7U5	negative	ibo
@user @user Manz wrote to EU and AU too. ONYE nzuzu	negative	ibo
Afo sagbuo gi there 😡😡😡😡 https://t.co/4fy3mLJHi5	negative	ibo
@user @user Taàa mechiegi onu	negative	ibo
Ezigbo mad o https://t.co/xuxeHj2o3i	negative	ibo
@user Ahhhhhhhh, nsogbu ga adi	negative	ibo
@user Iberibe dị obodo anyị dị egwu...	negative	ibo
Buhari di busy na ebughari Ndi mmadu https://t.co/7PGBMWLn9W	negative	ibo
@user Taa gbafuo gi there 😂😂	negative	ibo
Nne rie nsị..... Chukwu kpọọ gị ọkụ https://t.co/peBqmNqdhJ	negative	ibo
@user 😂😂 Ndị ọsọ chi egbu 😁	negative	ibo
LOL Wike is a true Obio Akpo man! No joy 😄 https://t.co/d5xTP6kSJP	negative	ibo
@user Fret not, he won’t do nada. Umu uwa nka sef🙄🙄	negative	ibo
@user Umu nwoke 042 adahi agba nbo	negative	ibo
@user @user Nna Ike agwugo m	negative	ibo
@user @user Health, Country, Emotion.. Ike gwuru	negative	ibo
@user Gbajie onu anyi 😍😍😍😍😍😍	negative	ibo
@user Ezemuo ina acho okwu.	negative	ibo
@user 😂😃😂 ... ezigbo ndi ala	negative	ibo
This 1 weak me...Love gi gbakwa-oku der. https://t.co/EOaWyys4TV	negative	ibo
@user Onye obere okwukwe...	negative	ibo
@user God: Mgbe ina agbawa ụmụ nwanyị obi i marọ! Infact, Oge rie nsị!	negative	ibo
@user Plenty money gbukwa gi dia	negative	ibo
@user @user Afo ezi di ka gi	negative	ibo
Una don see am abi? Onye nzuzu https://t.co/frZMuIYPSV	negative	ibo
@user @user @user 😁 Ọkwa maka una ka ụmụ nwoke ji egbu onwe ha	negative	ibo
@user Hmmmmm, ọdịkwa egwu	negative	ibo
@user @user @user Bia enyi kpachara onwe gi o	negative	ibo
@user @user @user Ike ụnụ n'abo agwụgom. 😂😂😂	negative	ibo
Negodi nnọọ ka ụmụ nwanyị ndị ugwu jị asụsụ Hausa na eme mpako na ngara. Ndị nke ọdịda anyanwụ ejiri poorly combined tenses a form ihe mmadụ amaghị isi ya Ike gwụrụ	negative	ibo
Emi phyno, baba ibo, baba obagu kinma ladi, kinma jedi, abacha- nonsense M n’aracha gi,i bu ube? See Eba puo osiso!	negative	ibo
@user @user @user @user @user @user @user nsogbu ga di	negative	ibo
@user @user @user @user Oge a diro ooo😄😄😄😄	negative	ibo
@user @user Onye ara. Isi gi ozugo	negative	ibo
@user @user @user @user @user @user Mgbe oge luru kita, i na tagheli onu...	negative	ibo
@user @user @user Shebi after you wee say i get ajo onu.. Okwa ifugo ndi ji ya akwu ugwo ulo	negative	ibo
@user @user @user @user Zuo ike akwuna ọkụ	negative	ibo
@user Lol. Ndi mmadu na ezuzu ezuzu	negative	ibo
@user @user Mmechi kene onu biko	negative	ibo
@user 25 gbuo gị there🤣🤣🤣	negative	ibo
Oringo gbukwe gi 😂	negative	ibo
Uchu Kitikpa lachapu gi Anya Nkita rifokwa gi nsi Anuofia https://t.co/vIjY8SPJs3	negative	ibo
@user A na ekwu na 24 hrs ezuro, nke a na asi holiday! Nkita ya fu alacha gi anya. https://t.co/hUvHcJ1LRp	negative	ibo
@user Onye ara nkwo agu😂😂😂	negative	ibo
Negodu mummy mmadu https://t.co/lFLhSZqx6J	negative	ibo
@user @user @user @user @user @user @user O nwere uche ma oli	negative	ibo
Iberibe na enye onye ara mora	negative	ibo
@user Lol. Ndi ara juru ebe niile.	negative	ibo
Kitikpa! Thunder! Nya eh! Egbe eli igwe eh Afo osisa! Isi nkwocha! Maka chukwu eh! 😭😭😭😭 https://t.co/iLr08rsUck	negative	ibo
@user @user @user @user @user @user @user Ndia dị mma ikpuru kpọchie one time	negative	ibo
@user Ekpele onye mmiri na eli 😂🤣	negative	ibo
@user Ekwensu kpuo ụnụ ọkụ there!	negative	ibo
@user @user @user Eziokwu, mana nkita si Na anu gbakaria ya n'oso ome onu ka anaghi eri ya eri. 😂😂 So nna, kam fichaa onu na nkea😝	negative	ibo
@user Odogwu kugodu gi ngwuro 😭😭😂😂	negative	ibo
@user @user @user Ụmụ ọgwụgwụ oge ọjọọ!	negative	ibo
@user Aji onu ka brush ndi awusa 😂.	negative	ibo
@user @user @user Nsogbu dikwa here...	negative	ibo
@user Ndi ogwu ego 😭😭😭	negative	ibo
Ezigbo ohere igwa gi n'iberibe gi n'atu ndi mmuo ujo. Ike gwuru, okpara mmadu na etiziri ndi okpo ntu mkpu?? 😢😭😱😨 https://t.co/wDTwFnGMMF	negative	ibo
@user Ngwa nu, ike agwu go'm. Gbazie shot nke gi.	negative	ibo
@user Clowns in government! Rụọ ụzọ, mba! Mana ị ga etinye ụgbọala maka ndị ga-ama Ekeresimesi 🙆‍♂️. Biko kedụ onye anyị mejọlụ?🤷‍♂️	negative	ibo
Ala gbabuo gi there.	negative	ibo
@user @user Nwanne igbu go'm 😂😂, electric shock nke ana ekwu ifa bụ nke si na high tension wire ndị PHCN 😂😂	negative	ibo
@user @user Haha. Ezigbote onye mgbu. Odi ya na aru	negative	ibo
@user @user @user Iwe gi adịna annoyed!😂	negative	ibo
@user @user @user @user @user @user @user @user Due respect ahu jidekwa gi	negative	ibo
@user Amakwam 🤷🏽‍♀️. Ihe’m ma bu Na o buro’m.	negative	ibo
@user Akwụna ọkụ! Tụfịakwa!!	negative	ibo
@user @user @user Odi egwu. He wants all😂😂🤣	negative	ibo
@user @user Professional akwuna chi ụmụ	negative	ibo
@user @user Na craze de worry, ndi gentleman aputa	negative	ibo
@user E better mature maka Chineke nna ikpo ya oku 😠😠😠	negative	ibo
Lee kwa gi Lee kwa onwu. https://t.co/HQQtmdiR7G	negative	ibo
@user Mechie onu ooo	negative	ibo
@user Anuofia Nkita racha gi ike Idi ka ezi bida Nwa ogwugwu oge	negative	ibo
@user Chukwu onye okike ole mgbe?	negative	ibo
@user @user @user I malu akpu I lie 😂😂😂	negative	ibo
@user @user @user @user @user @user @user @user @user @user Friend ahu gbuo gi pliss	negative	ibo
#Repost dancegathering with @user ・・・ #Instructor - Onye Ozuzu is a dance administrator,… https://t.co/NvLho6vZtN	negative	ibo
Wait o🙄😏😏😏 Una dey attack @user ? Thunder afo osisa gbagbuo unu n'ile. Ndi Anumanu🙄😏	negative	ibo
Bikonu lekwa’m, lekwa nsogbu. How will you be fighting the one that is not fighting you?💀😂 Cheta na ndu bukwa n’otu isi onye obula, biko. Udo.	negative	ibo
@user 😂 😂 nke awụsa ka ọ nke Igbo?	negative	ibo
@user @user @user @user @user @user @user @user @user @user O bu iti! Ezigbo iti boribo!	negative	ibo
Mmadu atogokwa n’ obodo a @user @user @user @user https://t.co/ALeQcuam0T	negative	ibo
@user @user Mbakwa, Chaa Chaa nke a buzi nwa ewu 🙄	negative	ibo
Aunty Ogoo, ole mgbe o 🤷🏾‍♂️ https://t.co/hyFYkVq206	negative	ibo
CeeCee, mechie onu nsi gi.	negative	ibo
@user @user @user @user Odị egwu really	negative	ibo
@user @user 😂😂😂😂😂 Akụkọ a nwee ka ọ dị. Chei!	negative	ibo
₦200 okirika😢😢.. Ekwensu aburi ezigbo mmadụ at all.	negative	ibo
@user @user @user @user @user @user @user Nwoke nwafia zukwanu ike	negative	ibo
@user @user Ike gwu. 😂😂 nwata achoro biko. Ndi ala erika ebea	negative	ibo
@user Onye nkem. Ndi mmadu dinno nzuzu	negative	ibo
@user Kedụ ebe ịnọ akwuna a🙄	negative	ibo
@user Onye bu isi shampoo? 😂😂😂😂😂	negative	ibo
"Indeed; """"""""Iberibe na enye onye isi adiro morale!""""""""🤣 Lee ka oji """"""""phoney"""""""" na ezu oshi! 😂🤣🤣🤣 Leemaoo https://t.co/OjagZeyvJE"	negative	ibo
Mpa gị na mma gị bụ ọkpọ nsị. Gịwa bụ nsị anụ ọhịa. if you don't understand mine u might as well be mute imbesilas https://t.co/pcgQcZl7jI	negative	ibo
Ihere amaghị eme ụnụ https://t.co/AyCFLupD38	negative	ibo
🥺🥺🥺 chineke mgbe olee? https://t.co/HsJUA5jzwG	negative	ibo
Ọ di egwu ọ.. https://t.co/SZgkXgDBiH	negative	ibo
@user Ike gwuru nna 😁	negative	ibo
@user @user @user @user @user @user @user Nna o gwuru m Ike.	negative	ibo
@user Ọkwa coro, Chineke kpọ ya ọkụ. Ọkwa ikwesị nye ndị boys mmanya kanyi laa	negative	ibo
@user @user @user @user @user @user @user @user @user @user Isi gị ebe ahu. Which afo	negative	ibo
@user @user @user @user @user @user @user @user @user Ndi ana aria ka afo osisa 😓	negative	ibo
@user Ka anyi ga ra otu 😂😂😂	negative	ibo
Men ra gi ihe aga ara gị otele èkpè re gị ọkụ, you will know that ikpu tighter doesn't tighten anything	negative	ibo
@user 1) No facilities 2) Odikwa risky	negative	ibo
@user Men's respect gbakwaa oku	negative	ibo
@user @user @user @user Si ebea puo jee choo akaraka gi 😂	negative	ibo
@user @user @user @user Nna gi bu onye Ara. Idiot.	negative	ibo
@user @user Loll.. Dị uru dịka gi🤣🤣🤣	negative	ibo
@user @user @user Nkịta pikwa gị ọṅụ ebe ahu	negative	ibo
@user Dokita o n'eme dreads?? Odika icho ka'm bia dia, ji aka'm kpuo the isi🙄🙄🙄	negative	ibo
@user Eze n'aghogbu ndi ona achi😀😀	negative	ibo
@user Kester... Nri bụ ihe ga-egbu gi	negative	ibo
@user @user 😂😂😂 Isi gbari gi mehn	negative	ibo
@user The thing dị egwu!	negative	ibo
@user Mtcheew nke gi😌😌😌	negative	ibo
@user Ezigbo nonsense o nne 😂😁	negative	ibo
Ike clearance adiro taata biko	negative	ibo
@user @user Taaaa!!! Anụ ulo... Gbafuo gị there!!!!	negative	ibo
Bros Ike gwuru🙆🙆🙆🤦🤦🤦🤦 https://t.co/usorkVleBa	negative	ibo
@user Ọ di ezigbo mkpa. The afufu aka agwuro, mana ọ ka nma ịnọ na AC na ebe na Buhari egbugo madu. 😂 Life bụ stage and turn by turn.	negative	ibo
😂🤣🤣🤣😂🤣Na ihe niile na-eme na Nigeria, bụ ihe zuru ezu iji gbaa ọsọ🤣😂😂 https://t.co/Kg50LZB3fK	negative	ibo
@user Odi egwu really 😂😂😂	negative	ibo
Mechie onu osiso Ogbunigwe dika gi https://t.co/LiD9VN2C6e	negative	ibo
“Ndi alaa,” I go dey ghost mode 😎 https://t.co/dWrh82T3DH	negative	ibo
@user hapụ ndị ara ahụ	negative	ibo
@user @user Ihe ojoo na ato ochi	negative	ibo
@user Akwụrụ ọtọ tụba nwanyi ime, omụọ onye ala. Nwa ewu gbuo ikpere n'ala, ọñụlụ ala #IgboProverbFriday	negative	ibo
@user No. I'm broke Chukwu	negative	ibo
Ichi gosi uwa n'cha ara gi? https://t.co/seidTwlBTZ	negative	ibo
@user @user Taa!! Weré nzuzu gi ga one side biko	negative	ibo
@user Civil gbuo gi dere https://t.co/l82ufAsN22	negative	ibo
‘Talking stage’ gbakwa oku...😁 https://t.co/pIKGvLeL3T	negative	ibo
@user Oge adiro, nwanne... Odigo di, refree ga egbulu gi time up. 😂	negative	ibo
O di Egwu 👀💁🏿‍♂️😊 https://t.co/ii0lHukqvk	negative	ibo
@user @user Sii ebea puo kitia o, agam awukwagi mmili oku o	negative	ibo
